"testId","testDate","age","personality","testScore","satisfactionScore"
567,2024-01-16,19,"Introvert",73.3,7.1
568,2024-01-17,60,"Extrovert",64.8,8.7
569,2024-01-17,22,"Extrovert",72.4,9.6
570,2024-01-17,38,"Introvert",60.6,9.4
571,2024-01-17,29,"Introvert",67.8,8.8
572,2024-01-17,60,"Introvert",81.4,9.4
573,2024-01-17,24,"Extrovert",70.2,8.7
574,2024-01-17,17,"Introvert",69.3,9.4
575,2024-01-17,52,"Introvert",80.4,10
576,2024-01-17,27,"Extrovert",73.7,9.3
577,2024-01-17,46,"Introvert",63.5,9.6
578,2024-01-17,46,"Extrovert",70.8,9.2
579,2024-01-17,46,"Introvert",66.1,10
580,2024-01-17,38,"Introvert",51.5,8.4
581,2024-01-17,38,"Introvert",50.3,8.5
582,2024-01-17,36,"Introvert",51.8,9
583,2024-01-17,17,"Introvert",67.9,9.4
584,2024-01-17,35,"Extrovert",60.6,9.4
585,2024-01-17,17,"Introvert",65.2,8.7
586,2024-01-17,26,"Extrovert",90.8,9.7
587,2024-01-17,41,"Extrovert",57.5,9.5
588,2024-01-17,29,"Introvert",78.7,9.7
589,2024-01-17,24,"Introvert",94.2,9.7
590,2024-01-17,44,"Extrovert",71.5,9.3
591,2024-01-17,54,"Extrovert",95.4,9.6
592,2024-01-17,31,"Introvert",51.8,9.1
593,2024-01-17,47,"Introvert",57.7,9.5
594,2024-01-17,33,"Introvert",76.8,10
595,2024-01-17,20,"Introvert",70.5,9
596,2024-01-18,51,"Extrovert",76,9.7
597,2024-01-18,48,"Introvert",46.7,7.3
598,2024-01-18,53,"Introvert",62.5,8.1
599,2024-01-18,18,"Introvert",68.1,8.7
600,2024-01-18,46,"Introvert",65.5,8.6
601,2024-01-18,19,"Extrovert",74,9.5
602,2024-01-18,56,"Introvert",87.1,8.6
603,2024-01-18,50,"Introvert",72,9
604,2024-01-18,27,"Extrovert",53.3,9.5
605,2024-01-18,41,"Introvert",60.5,7.7
606,2024-01-18,43,"Introvert",86.7,7.8
607,2024-01-18,55,"Extrovert",70.8,9.8
608,2024-01-18,40,"Extrovert",80.6,9.8
609,2024-01-18,42,"Introvert",56.2,8.5
610,2024-01-18,49,"Extrovert",62.5,9.6
611,2024-01-18,32,"Extrovert",81.2,10
612,2024-01-18,34,"Introvert",51.6,7.9
613,2024-01-18,33,"Introvert",81.8,8.7
614,2024-01-18,32,"Extrovert",45,9.8
615,2024-01-18,45,"Extrovert",79.4,10
616,2024-01-18,30,"Extrovert",74.7,10
617,2024-01-18,39,"Introvert",70.2,8.5
618,2024-01-18,35,"Extrovert",70,9
619,2024-01-18,60,"Introvert",68.9,8.3
620,2024-01-18,53,"Introvert",49,7.2
621,2024-01-18,24,"Introvert",71.9,8.5
622,2024-01-18,27,"Extrovert",58,9.5
623,2024-01-18,41,"Introvert",43.5,8
624,2024-01-18,38,"Introvert",69.8,8.4
625,2024-01-18,44,"Introvert",68.1,8.4
626,2024-01-18,36,"Extrovert",76.9,10
627,2024-01-18,38,"Extrovert",69.2,10
628,2024-01-18,27,"Extrovert",48.5,8.4
629,2024-01-19,51,"Introvert",67.1,6.9
630,2024-01-19,41,"Extrovert",63,10
631,2024-01-19,48,"Introvert",84.9,6.6
632,2024-01-19,17,"Extrovert",67.7,8.8
633,2024-01-19,37,"Introvert",70.3,5.9
634,2024-01-19,53,"Extrovert",69.9,9.9
635,2024-01-19,30,"Extrovert",87.2,10
636,2024-01-19,24,"Extrovert",39.7,8.8
637,2024-01-19,51,"Introvert",69,6.5
638,2024-01-19,53,"Introvert",63.1,6.5
639,2024-01-19,27,"Introvert",43.9,6.9
640,2024-01-19,47,"Introvert",68.4,6.3
641,2024-01-19,22,"Introvert",79.3,6.9
642,2024-01-19,57,"Introvert",83.2,6.3
643,2024-01-19,55,"Introvert",54.2,6
644,2024-01-19,44,"Introvert",67.4,5.5
645,2024-01-19,41,"Introvert",62.3,6.1
646,2024-01-19,22,"Introvert",70.4,6.8
647,2024-01-19,28,"Extrovert",68.5,10
648,2024-01-19,27,"Introvert",63.6,6.8
649,2024-01-19,45,"Extrovert",68.8,9.6
650,2024-01-19,23,"Introvert",53,6.1
651,2024-01-19,33,"Introvert",66.8,5.9
652,2024-01-19,18,"Extrovert",47.2,9.4
653,2024-01-19,44,"Introvert",74.2,5.4
654,2024-01-19,57,"Extrovert",75.9,9.7
655,2024-01-19,56,"Introvert",90.5,7.2
656,2024-01-19,49,"Introvert",58.3,6.1
657,2024-01-19,16,"Extrovert",56.2,8.8
658,2024-01-19,57,"Introvert",49.1,5.8
659,2024-01-19,50,"Extrovert",67.7,10
660,2024-01-19,32,"Introvert",93.5,7.6
661,2024-01-19,43,"Introvert",73.6,6.6
662,2024-01-19,43,"Introvert",77.3,6.7
663,2024-01-19,35,"Introvert",87.4,6.8
664,2024-01-19,49,"Extrovert",71.6,10
665,2024-01-19,25,"Extrovert",93.3,10
666,2024-01-19,30,"Introvert",70.5,6
667,2024-01-19,54,"Introvert",57.5,6.1
668,2024-01-19,47,"Introvert",80.5,6.7
669,2024-01-19,23,"Introvert",63.6,5.2
670,2024-01-19,55,"Introvert",59.7,5.8
671,2024-01-19,58,"Introvert",57.8,5.3
672,2024-01-20,54,"Introvert",64.6,8.2
673,2024-01-20,32,"Extrovert",90.6,9.7
674,2024-01-20,56,"Extrovert",82.7,9.2
675,2024-01-20,21,"Extrovert",77,9.6
676,2024-01-20,25,"Introvert",57.1,7.9
677,2024-01-20,60,"Introvert",75,9.4
678,2024-01-20,35,"Extrovert",66.2,9.3
679,2024-01-20,58,"Introvert",78.2,9
680,2024-01-20,51,"Extrovert",87.8,9.8
681,2024-01-20,30,"Introvert",66.3,8.8
682,2024-01-20,59,"Introvert",73.1,9.1
683,2024-01-20,60,"Extrovert",70.8,8.6
684,2024-01-20,36,"Introvert",77.8,8.8
685,2024-01-20,33,"Extrovert",70.1,10
686,2024-01-20,55,"Extrovert",83.4,9.5
687,2024-01-20,35,"Extrovert",77.1,10
688,2024-01-20,24,"Introvert",92.7,8.7
689,2024-01-20,57,"Extrovert",73.2,9.1
690,2024-01-20,26,"Introvert",63.9,7.8
691,2024-01-20,34,"Introvert",75.5,9.2
692,2024-01-20,29,"Introvert",72.1,8.9
693,2024-01-20,54,"Introvert",81.7,8.7
694,2024-01-20,59,"Introvert",92.5,8
695,2024-01-20,19,"Extrovert",63.6,9.3
696,2024-01-20,57,"Extrovert",76.7,9.9
697,2024-01-20,23,"Introvert",82,9.3
698,2024-01-20,59,"Extrovert",79.4,9.3
699,2024-01-20,19,"Introvert",76.2,9.1
700,2024-01-20,54,"Extrovert",74,9.7
701,2024-01-20,52,"Extrovert",45.3,8.5
702,2024-01-20,22,"Introvert",69.2,8.6
703,2024-01-21,26,"Introvert",71.5,8
704,2024-01-21,57,"Introvert",76,7.4
705,2024-01-21,55,"Extrovert",40.7,9
706,2024-01-21,20,"Introvert",74.8,7.7
707,2024-01-21,60,"Introvert",68.3,7
708,2024-01-21,45,"Extrovert",66.6,9.7
709,2024-01-21,57,"Extrovert",71.6,10
710,2024-01-21,27,"Extrovert",71,9.5
711,2024-01-21,44,"Extrovert",84.5,9.7
712,2024-01-21,25,"Introvert",76.3,6.7
713,2024-01-21,44,"Extrovert",70.6,9.5
714,2024-01-21,18,"Introvert",69.7,7.7
715,2024-01-21,35,"Extrovert",71.4,10
716,2024-01-21,27,"Extrovert",77,9.7
717,2024-01-21,29,"Introvert",80.3,7.6
718,2024-01-21,38,"Introvert",70.7,7.6
719,2024-01-21,20,"Introvert",60.7,7.4
720,2024-01-21,41,"Introvert",61.5,8.4
721,2024-01-21,38,"Extrovert",66.4,10
722,2024-01-21,36,"Introvert",75.7,7.2
723,2024-01-21,34,"Extrovert",73.9,10
724,2024-01-21,33,"Extrovert",85.8,10
725,2024-01-21,52,"Introvert",64.8,7.5
726,2024-01-21,28,"Extrovert",84.7,9.7
727,2024-01-21,45,"Introvert",59.7,7.3
728,2024-01-21,47,"Introvert",66.8,7.3
729,2024-01-21,24,"Introvert",74.1,8.1
730,2024-01-21,42,"Introvert",59.2,7
731,2024-01-21,18,"Extrovert",70.1,9.9
732,2024-01-21,16,"Introvert",76.1,7.9
733,2024-01-21,40,"Extrovert",69.6,9.9
734,2024-01-21,47,"Introvert",69.7,7.1
735,2024-01-21,28,"Introvert",60,7.3
736,2024-01-21,26,"Introvert",65.1,7
737,2024-01-21,23,"Introvert",82.1,7.7
738,2024-01-21,29,"Introvert",51.2,6.2
739,2024-01-21,24,"Introvert",92.5,8
740,2024-01-21,34,"Introvert",80.1,7.2
741,2024-01-22,56,"Extrovert",69.2,8.9
742,2024-01-22,41,"Introvert",74.1,10
743,2024-01-22,33,"Extrovert",79.8,9.5
744,2024-01-22,54,"Introvert",49,8.2
745,2024-01-22,56,"Extrovert",58,9.4
746,2024-01-22,16,"Introvert",60,8.8
747,2024-01-22,51,"Extrovert",75.3,8.4
748,2024-01-22,27,"Introvert",67.3,8.9
749,2024-01-22,54,"Introvert",83.5,9.9
750,2024-01-22,21,"Introvert",74.5,9.7
751,2024-01-22,28,"Extrovert",71.1,8.9
752,2024-01-22,37,"Extrovert",74.1,8.9
753,2024-01-22,43,"Introvert",74.8,9.1
754,2024-01-22,25,"Introvert",62.7,9.5
755,2024-01-22,58,"Introvert",58.6,9
756,2024-01-22,54,"Extrovert",70,9.1
757,2024-01-22,43,"Extrovert",73.6,9.5
758,2024-01-22,30,"Extrovert",55,9.8
759,2024-01-22,37,"Introvert",46.9,8.5
760,2024-01-22,50,"Introvert",80.3,9.6
761,2024-01-22,39,"Extrovert",68.1,8.8
762,2024-01-22,52,"Extrovert",84.7,9.7
763,2024-01-22,30,"Introvert",76.5,9.5
764,2024-01-22,32,"Introvert",82.9,9.7
765,2024-01-22,29,"Extrovert",99.3,9.6
766,2024-01-22,28,"Extrovert",61.5,9.8
767,2024-01-22,38,"Introvert",50.5,9.5
768,2024-01-22,31,"Extrovert",76.6,9.6
769,2024-01-23,36,"Extrovert",65.6,8.6
770,2024-01-23,60,"Introvert",68.4,9.9
771,2024-01-23,53,"Introvert",59.8,10
772,2024-01-23,22,"Extrovert",74.7,7.9
773,2024-01-23,50,"Introvert",55.1,9.4
774,2024-01-23,18,"Introvert",58,10
775,2024-01-23,46,"Introvert",62.2,9.9
776,2024-01-23,34,"Introvert",56.3,9.2
777,2024-01-23,46,"Introvert",73.8,10
778,2024-01-23,40,"Introvert",51.5,9.4
779,2024-01-23,50,"Introvert",71.5,10
780,2024-01-23,37,"Introvert",45.3,9.4
781,2024-01-23,17,"Introvert",62.1,9.1
782,2024-01-23,25,"Introvert",81.8,10
783,2024-01-23,45,"Introvert",100,10
784,2024-01-23,51,"Introvert",68.6,9.8
785,2024-01-23,30,"Extrovert",70.6,8.4
786,2024-01-23,54,"Introvert",86.8,10
787,2024-01-23,27,"Introvert",62,9.7
788,2024-01-23,29,"Extrovert",52.8,7.6
789,2024-01-24,49,"Introvert",64.5,9.3
790,2024-01-24,35,"Introvert",55.4,9
791,2024-01-24,48,"Introvert",69.4,8.8
792,2024-01-24,36,"Extrovert",68.9,9.2
793,2024-01-24,20,"Introvert",87.3,9.6
794,2024-01-24,45,"Extrovert",70.5,8.8
795,2024-01-24,18,"Introvert",63.2,9.6
796,2024-01-24,50,"Introvert",54.3,8.5
797,2024-01-24,55,"Extrovert",87,10
798,2024-01-24,48,"Introvert",74.2,10
799,2024-01-24,42,"Introvert",83.5,9.6
800,2024-01-24,34,"Introvert",67.3,8.6
801,2024-01-24,49,"Extrovert",68.7,10
802,2024-01-24,18,"Introvert",98,9.8
803,2024-01-24,57,"Extrovert",64.2,9.3
804,2024-01-24,36,"Introvert",72,9.2
805,2024-01-24,45,"Extrovert",77.3,9.9
806,2024-01-24,18,"Introvert",69.9,9.4
807,2024-01-24,59,"Introvert",98.1,9.3
808,2024-01-24,44,"Introvert",48.3,9.4
809,2024-01-24,17,"Extrovert",74.7,9.6
810,2024-01-24,44,"Introvert",91,9
811,2024-01-24,21,"Introvert",73.3,10
812,2024-01-24,42,"Introvert",82,10
813,2024-01-24,42,"Introvert",59.9,9.2
814,2024-01-24,56,"Extrovert",64.6,9.8
815,2024-01-24,46,"Introvert",85.6,10
816,2024-01-25,36,"Extrovert",74.1,9.2
817,2024-01-25,60,"Extrovert",83.6,9.1
818,2024-01-25,28,"Introvert",63.9,10
819,2024-01-25,41,"Extrovert",60.4,9.1
820,2024-01-25,17,"Introvert",75.1,9.9
821,2024-01-25,43,"Extrovert",71.1,7.6
822,2024-01-25,29,"Introvert",70.8,9.6
823,2024-01-25,19,"Introvert",86.2,10
824,2024-01-25,18,"Introvert",75.6,9.4
825,2024-01-25,22,"Introvert",57.3,9.4
826,2024-01-25,21,"Introvert",58.9,9.3
827,2024-01-25,35,"Extrovert",59.3,9.1
828,2024-01-25,59,"Introvert",89.6,10
829,2024-01-25,30,"Introvert",74.2,9.6
830,2024-01-25,51,"Introvert",78.5,9.4
831,2024-01-25,35,"Introvert",76,8.9
832,2024-01-25,48,"Introvert",69.6,8.8
833,2024-01-25,37,"Extrovert",60.2,8.5
834,2024-01-25,22,"Extrovert",84,8
835,2024-01-25,58,"Introvert",78.9,9.6
836,2024-01-25,37,"Introvert",57,9.4
837,2024-01-25,34,"Extrovert",69.4,8.9
838,2024-01-25,39,"Introvert",45.7,9
839,2024-01-26,20,"Introvert",82.1,7.9
840,2024-01-26,26,"Extrovert",61.3,9.3
841,2024-01-26,48,"Extrovert",74.1,9.7
842,2024-01-26,49,"Introvert",70.9,8
843,2024-01-26,51,"Extrovert",86.3,10
844,2024-01-26,43,"Introvert",87.8,7.2
845,2024-01-26,50,"Introvert",80.1,7.6
846,2024-01-26,28,"Extrovert",65.5,9.3
847,2024-01-26,45,"Extrovert",80.8,9.8
848,2024-01-26,44,"Introvert",63.9,8
849,2024-01-26,32,"Introvert",89.9,8.3
850,2024-01-26,29,"Introvert",69.1,7.7
851,2024-01-26,38,"Introvert",72,7.3
852,2024-01-26,43,"Extrovert",82.9,9.9
853,2024-01-26,27,"Introvert",69.8,7.6
854,2024-01-26,56,"Introvert",78.3,7.5
855,2024-01-26,23,"Introvert",63.2,8.3
856,2024-01-26,52,"Introvert",74,8.2
857,2024-01-26,33,"Extrovert",72.5,10
858,2024-01-26,33,"Introvert",73.2,7.3
859,2024-01-26,48,"Introvert",84.6,7.8
860,2024-01-26,25,"Introvert",80.7,8.1
861,2024-01-26,59,"Introvert",65.7,7.2
862,2024-01-26,52,"Introvert",66,7.2
863,2024-01-26,33,"Introvert",77.1,7.7
864,2024-01-26,44,"Extrovert",98,10
865,2024-01-26,44,"Extrovert",83.6,10
866,2024-01-26,37,"Introvert",81.3,8.1
867,2024-01-26,57,"Introvert",53.9,6.7
868,2024-01-26,51,"Extrovert",49.9,9.3
869,2024-01-26,53,"Introvert",73,7.7
870,2024-01-26,50,"Extrovert",69.2,10
871,2024-01-26,49,"Introvert",100,8
872,2024-01-26,21,"Extrovert",89.8,10
873,2024-01-26,55,"Extrovert",44.4,9.5
874,2024-01-26,30,"Introvert",67.1,7.9
875,2024-01-26,27,"Extrovert",85.5,10
876,2024-01-27,31,"Introvert",69.2,8.4
877,2024-01-27,53,"Introvert",76.7,8.6
878,2024-01-27,23,"Extrovert",68.9,9
879,2024-01-27,24,"Extrovert",76.6,10
880,2024-01-27,54,"Introvert",61.5,8.3
881,2024-01-27,19,"Extrovert",74.6,8.7
882,2024-01-27,17,"Extrovert",52.3,9.7
883,2024-01-27,33,"Introvert",62.2,8.2
884,2024-01-27,32,"Extrovert",85.6,10
885,2024-01-27,40,"Introvert",90.1,9
886,2024-01-27,20,"Introvert",68.2,8.2
887,2024-01-27,22,"Extrovert",69,10
888,2024-01-27,31,"Introvert",67.6,8.4
889,2024-01-27,55,"Introvert",63.9,7.4
890,2024-01-27,17,"Introvert",71.7,8
891,2024-01-27,28,"Extrovert",79.4,9.8
892,2024-01-27,48,"Extrovert",77.6,9.8
893,2024-01-27,53,"Introvert",77.3,8.6
894,2024-01-27,28,"Introvert",65.1,7.2
895,2024-01-27,50,"Introvert",56.8,8.1
896,2024-01-27,50,"Extrovert",84.8,10
897,2024-01-27,47,"Introvert",91,9.5
898,2024-01-27,52,"Introvert",74,8.1
899,2024-01-27,32,"Extrovert",67.1,9.8
900,2024-01-27,55,"Extrovert",79.5,9.9
901,2024-01-27,59,"Introvert",60.9,7.3
902,2024-01-27,32,"Introvert",58.3,8.4
903,2024-01-27,26,"Introvert",65.3,8.5
904,2024-01-27,34,"Introvert",58.3,7.8
905,2024-01-27,50,"Extrovert",87.8,10
906,2024-01-27,48,"Introvert",64,8.1
907,2024-01-27,33,"Extrovert",85.9,10
908,2024-01-27,20,"Introvert",64,8.3
909,2024-01-27,23,"Introvert",76.3,8.7
910,2024-01-28,48,"Extrovert",64,9.4
911,2024-01-28,46,"Extrovert",83,9.7
912,2024-01-28,59,"Introvert",77,8.8
913,2024-01-28,30,"Introvert",68.4,8.2
914,2024-01-28,39,"Extrovert",63.8,9.8
915,2024-01-28,37,"Introvert",73.3,8.2
916,2024-01-28,43,"Extrovert",74.8,9.7
917,2024-01-28,16,"Introvert",55.6,8.9
918,2024-01-28,32,"Introvert",59.7,9.3
919,2024-01-28,43,"Introvert",84.9,9.4
920,2024-01-28,24,"Introvert",95.1,8.9
921,2024-01-28,20,"Extrovert",58.2,8.6
922,2024-01-28,29,"Introvert",71.9,9.1
923,2024-01-28,19,"Introvert",71.1,8.6
924,2024-01-28,47,"Introvert",89.3,9
925,2024-01-28,35,"Introvert",87.6,8.8
926,2024-01-28,25,"Introvert",71.3,8.9
927,2024-01-28,51,"Introvert",59.5,8.7
928,2024-01-28,16,"Extrovert",79.6,9.2
929,2024-01-28,49,"Introvert",70.8,8.6
930,2024-01-28,34,"Introvert",56.8,7.9
931,2024-01-28,19,"Extrovert",69.3,9.8
932,2024-01-28,41,"Introvert",49.5,8.3
933,2024-01-28,25,"Extrovert",72,10
934,2024-01-28,58,"Introvert",79.3,8.4
935,2024-01-28,31,"Introvert",85.1,8.8
936,2024-01-28,53,"Extrovert",95.9,10
937,2024-01-28,54,"Introvert",62.5,8.5
938,2024-01-28,36,"Extrovert",63,9.6
939,2024-01-28,39,"Introvert",94.5,8.7
940,2024-01-28,36,"Introvert",73.2,8.6
941,2024-01-29,42,"Introvert",63.1,9.4
942,2024-01-29,35,"Extrovert",58.7,9.4
943,2024-01-29,60,"Introvert",61.7,9.5
944,2024-01-29,33,"Introvert",75,9.4
945,2024-01-29,51,"Extrovert",53.9,8
946,2024-01-29,29,"Introvert",53.9,9.3
947,2024-01-29,31,"Introvert",76.3,9.8
948,2024-01-29,46,"Introvert",63.9,9.1
949,2024-01-29,39,"Introvert",79,9
950,2024-01-29,60,"Extrovert",63.8,9.3
951,2024-01-29,21,"Introvert",69.3,9.8
952,2024-01-29,35,"Introvert",71.1,9.5
953,2024-01-29,30,"Introvert",62.9,9
954,2024-01-29,46,"Introvert",54.2,8.8
955,2024-01-29,29,"Extrovert",51.1,9.2
956,2024-01-29,45,"Introvert",83.8,10
957,2024-01-29,46,"Introvert",81.8,9.3
958,2024-01-29,20,"Introvert",59.1,8.6
959,2024-01-29,49,"Introvert",62.6,9.6
960,2024-01-29,29,"Introvert",60.7,9.2
961,2024-01-29,47,"Extrovert",81.9,9.8
962,2024-01-29,39,"Extrovert",96.2,9.2
963,2024-01-29,55,"Introvert",62.2,9.9
964,2024-01-29,45,"Extrovert",84.1,9.3
965,2024-01-29,19,"Extrovert",89.4,9.8
966,2024-01-29,31,"Extrovert",87.8,9.6
967,2024-01-30,48,"Introvert",80.3,7.4
968,2024-01-30,49,"Extrovert",68.8,9.6
969,2024-01-30,55,"Introvert",69.5,7.8
970,2024-01-30,47,"Introvert",62.8,7.5
971,2024-01-30,28,"Introvert",50,7.4
972,2024-01-30,29,"Introvert",61.5,7.3
973,2024-01-30,41,"Introvert",51,7
974,2024-01-30,36,"Introvert",88.8,7.7
975,2024-01-30,16,"Introvert",54.9,7.4
976,2024-01-30,25,"Extrovert",69.4,10
977,2024-01-30,34,"Introvert",71.4,7.8
978,2024-01-30,27,"Extrovert",69,10
979,2024-01-30,40,"Introvert",64.7,7.7
980,2024-01-30,17,"Extrovert",68.5,9.1
981,2024-01-30,40,"Introvert",61.4,6.9
982,2024-01-30,43,"Extrovert",76.8,9.7
983,2024-01-30,19,"Introvert",84.2,7.5
984,2024-01-30,56,"Introvert",78.5,7.3
985,2024-01-30,27,"Introvert",96.2,7.8
986,2024-01-30,29,"Extrovert",68,9.8
987,2024-01-30,58,"Extrovert",66.6,10
988,2024-01-30,46,"Introvert",51.8,7.2
989,2024-01-30,27,"Introvert",70.4,7.7
990,2024-01-30,29,"Introvert",69.3,7.2
991,2024-01-30,38,"Extrovert",77.1,9.8
992,2024-01-30,28,"Extrovert",65.9,10
993,2024-01-30,53,"Extrovert",71.8,9.7
994,2024-01-30,48,"Introvert",61.2,6.5
995,2024-01-30,18,"Extrovert",40.4,9.1
996,2024-01-30,21,"Extrovert",69.8,10
997,2024-01-30,53,"Introvert",62.9,8.5
998,2024-01-30,40,"Extrovert",67.2,10
999,2024-01-30,19,"Extrovert",59.6,10
1000,2024-01-30,50,"Extrovert",82.1,9.5
1001,2024-01-30,20,"Introvert",61.5,7
1002,2024-01-30,29,"Introvert",52.2,7.3
1003,2024-01-30,28,"Introvert",60.2,6.6
1004,2024-01-30,18,"Extrovert",44.6,9.1
1005,2024-01-31,46,"Extrovert",74.7,10
1006,2024-01-31,36,"Extrovert",69.7,9.9
1007,2024-01-31,44,"Introvert",75.1,8.7
1008,2024-01-31,44,"Introvert",84.5,8.7
1009,2024-01-31,26,"Introvert",73.3,8.9
1010,2024-01-31,32,"Introvert",72.5,9.6
1011,2024-01-31,56,"Introvert",75.6,8.4
1012,2024-01-31,25,"Extrovert",62.8,9
1013,2024-01-31,26,"Extrovert",83.5,9.1
1014,2024-01-31,40,"Extrovert",88.1,9.4
1015,2024-01-31,40,"Introvert",60.1,7.4
1016,2024-01-31,16,"Extrovert",70.4,9.9
1017,2024-01-31,46,"Introvert",65.3,8.2
1018,2024-01-31,39,"Extrovert",71.3,10
1019,2024-01-31,48,"Introvert",74.5,9.3
1020,2024-01-31,52,"Introvert",85.3,8
1021,2024-01-31,35,"Extrovert",70.1,9.7
1022,2024-01-31,33,"Extrovert",75.8,9.4
1023,2024-01-31,17,"Extrovert",67.7,10
1024,2024-01-31,16,"Introvert",61.1,8.3
1025,2024-01-31,33,"Extrovert",61.7,9.4
1026,2024-01-31,17,"Extrovert",65.1,10
1027,2024-01-31,43,"Introvert",66.4,8.4
1028,2024-01-31,42,"Introvert",71.1,9.2
1029,2024-01-31,20,"Introvert",78.8,8.4
1030,2024-01-31,35,"Extrovert",49.2,9.5
1031,2024-01-31,39,"Introvert",69.3,8.9
1032,2024-01-31,48,"Extrovert",62,8.7
1033,2024-01-31,35,"Introvert",52.3,8
1034,2024-01-31,20,"Extrovert",72,9
1035,2024-01-31,30,"Introvert",88.8,8.5
1036,2024-02-01,48,"Extrovert",70.1,9.9
1037,2024-02-01,47,"Extrovert",75.1,9.5
1038,2024-02-01,59,"Extrovert",87.4,9.7
1039,2024-02-01,42,"Extrovert",78.1,9.7
1040,2024-02-01,30,"Introvert",70.7,9.2
1041,2024-02-01,34,"Introvert",76.2,8.8
1042,2024-02-01,38,"Introvert",74.5,9.2
1043,2024-02-01,18,"Extrovert",69.4,10
1044,2024-02-01,35,"Introvert",68.3,8.4
1045,2024-02-01,33,"Introvert",82.6,8.9
1046,2024-02-01,24,"Introvert",61,9.5
1047,2024-02-01,32,"Introvert",75.7,9.3
1048,2024-02-01,33,"Extrovert",57,8.7
1049,2024-02-01,45,"Introvert",55.7,8.6
1050,2024-02-01,53,"Introvert",58.8,8.9
1051,2024-02-01,33,"Extrovert",53.5,9.6
1052,2024-02-01,16,"Extrovert",71.5,10
1053,2024-02-01,51,"Introvert",81.6,9
1054,2024-02-01,26,"Introvert",87,9.6
1055,2024-02-01,19,"Extrovert",70.8,9.5
1056,2024-02-01,29,"Introvert",68.1,8.6
1057,2024-02-01,52,"Introvert",73,8.4
1058,2024-02-01,35,"Introvert",54.2,9
1059,2024-02-01,58,"Introvert",69.8,8.6
1060,2024-02-01,30,"Introvert",64.8,8.9
1061,2024-02-01,44,"Introvert",83.6,8.9
1062,2024-02-01,37,"Introvert",76,8.9
1063,2024-02-01,41,"Introvert",83.5,9.4
1064,2024-02-01,49,"Extrovert",80.3,9.6
1065,2024-02-02,52,"Introvert",71.6,8.2
1066,2024-02-02,44,"Introvert",61.2,7.6
1067,2024-02-02,26,"Introvert",37,6.5
1068,2024-02-02,53,"Introvert",64.1,6.8
1069,2024-02-02,38,"Introvert",75.8,7.6
1070,2024-02-02,33,"Introvert",87.6,7.5
1071,2024-02-02,33,"Extrovert",82.3,9.9
1072,2024-02-02,44,"Introvert",89.1,7.8
1073,2024-02-02,30,"Extrovert",67.4,9.2
1074,2024-02-02,44,"Introvert",44.5,7
1075,2024-02-02,46,"Introvert",73.2,7.2
1076,2024-02-02,52,"Extrovert",76.2,9.3
1077,2024-02-02,37,"Introvert",52.2,7.2
1078,2024-02-02,54,"Introvert",75.6,7.8
1079,2024-02-02,23,"Introvert",80.3,7
1080,2024-02-02,24,"Extrovert",72.6,10
1081,2024-02-02,28,"Extrovert",58.9,9.9
1082,2024-02-02,19,"Extrovert",87.7,10
1083,2024-02-02,54,"Introvert",76.2,8.4
1084,2024-02-02,28,"Introvert",92.5,8.3
1085,2024-02-02,49,"Introvert",88.2,7.9
1086,2024-02-02,40,"Introvert",82.1,7.8
1087,2024-02-02,36,"Introvert",70.5,7.7
1088,2024-02-02,21,"Introvert",77.3,7.5
1089,2024-02-02,57,"Introvert",76.6,7.7
1090,2024-02-02,45,"Extrovert",69.7,10
1091,2024-02-02,27,"Introvert",49.2,7.6
1092,2024-02-02,28,"Extrovert",73.5,10
1093,2024-02-02,53,"Introvert",80.6,7.9
1094,2024-02-02,24,"Introvert",81.4,7.9
1095,2024-02-02,49,"Introvert",66.1,7.6
1096,2024-02-02,43,"Extrovert",63.1,9.8
1097,2024-02-02,59,"Extrovert",50,9.6
1098,2024-02-02,39,"Introvert",87.5,8
1099,2024-02-02,31,"Extrovert",30,9.3
1100,2024-02-02,49,"Extrovert",74.5,9.5
1101,2024-02-02,53,"Introvert",69.8,8.1
1102,2024-02-03,58,"Introvert",67.9,7.4
1103,2024-02-03,59,"Extrovert",79.8,9.8
1104,2024-02-03,50,"Introvert",73.9,6.5
1105,2024-02-03,39,"Introvert",61.7,6.8
1106,2024-02-03,38,"Introvert",85.6,8.4
1107,2024-02-03,29,"Extrovert",76.4,9.8
1108,2024-02-03,27,"Introvert",53.3,6.8
1109,2024-02-03,16,"Introvert",71.6,7.3
1110,2024-02-03,58,"Introvert",69.7,6.7
1111,2024-02-03,17,"Extrovert",73.2,9.2
1112,2024-02-03,31,"Introvert",84.2,7.9
1113,2024-02-03,34,"Extrovert",64.1,10
1114,2024-02-03,54,"Introvert",67.7,7.3
1115,2024-02-03,52,"Extrovert",64.6,10
1116,2024-02-03,43,"Introvert",69.5,7.6
1117,2024-02-03,32,"Extrovert",81.5,10
1118,2024-02-03,21,"Extrovert",57.6,8.9
1119,2024-02-03,17,"Introvert",76.7,7.6
1120,2024-02-03,41,"Extrovert",66.5,10
1121,2024-02-03,30,"Extrovert",69.4,10
1122,2024-02-03,18,"Introvert",61.9,7.5
1123,2024-02-03,47,"Introvert",55.5,6.8
1124,2024-02-03,25,"Introvert",72.3,6.9
1125,2024-02-03,19,"Introvert",70.6,7.1
1126,2024-02-03,26,"Extrovert",70.4,9.4
